business_id,name,address,city,state,postal_code,latitude,longitude,stars,review_count,is_open
B4CTKkHbmbQAcnYlQlo18Q,Louis Vuitton King of Prussia,"3008 Mall Blvd Space, Spc 3008",King Of Prussia,PA,19406,40.0878104794,-75.390402,2.5,107,1
r3dO-D1qFn4Jct7KDNvImg,LOMA Coffee,239 N Market St,Wilmington,DE,19801,39.7397884,-75.5519119,4.5,143,0
q7mKAD93-EeSpeOa9Hu4BQ,Sakana Sushi Bar & Japanese Restaurant,7655 Town Square Ln,Reno,NV,89523,39.531853,-119.91288,4.0,302,1
Tx9kwNLX2lYNqr2weKWEqg,BrushFire BBQ,2745 N Campbell Ave,Tucson,AZ,85719,32.256952,-110.944299,3.5,396,1
EsV50Yt0y2y5PDYfTzmGCA,Whatever Pops,5127 N Florida Ave,Tampa,FL,33603,27.993552,-82.459279,4.5,126,1
W7gSJz80DywKnPRIGjA2Bw,Derf's Cafe,2000 De La Vina St,Santa Barbara,CA,93105,34.428957,-119.7169716,3.5,126,1
ysWG1Hwm21UWCSlc_frXBg,Bonefish Grill,1640 Bruce B Downs Blvd,Wesley Chapel,FL,33544,28.1819841166,-82.3529035308,3.5,238,1
a_oRfgkNFnulTada--P_Tg,Sonoran Brunch Company,1060 S Kolb Rd,Tucson,AZ,85710,32.2080034551,-110.8415143936,4.5,163,1
KGvGSfvlWzurRu247ckEPw,Four Points by Sheraton Philadelphia City Center,1201 Race St,Philadelphia,PA,19107,39.9560366,-75.1591784,3.0,126,1
zgdGeg4L13C2Rbm4UARtHw,Island Sushi & Ramen,8716 W Fairview Ave,Boise,ID,83704,43.619719,-116.290423,4.5,313,1
8D-aWgw0Uu2oh4bOJY5QUw,Beef 'O' Brady's,"1505 S Eagle Rd, Ste 190",Meridian,ID,83642,43.5914563,-116.3562988,3.0,137,1
m4kvY0viCwxqRtgOycnKVQ,Mony's Mexican Food,217 E Anacapa St,Santa Barbara,CA,93101,34.4154904354,-119.691116675,4.5,768,1
grpNey31cTGKrhmQQaNGdA,Santa Fe Hotel,235 N Lake St,Reno,NV,89501,39.52844,-119.811255,4.0,116,0
03dIEDBsDERr6Osmey-udQ,Steelbach at Armature Works,1910 N Ola Ave,Tampa,FL,33602,27.9611064,-82.4640636,4.0,727,1
MoVb_mFKTG2fkaH0-9hODQ,Hilton Tampa Airport Westshore,2225 N Lois Ave,Tampa,FL,33607,27.962472595,-82.512730211,3.0,114,1
Eftz2lg1b9Hb1UHpxF1Edw,Cafe Masaryktown,398 Broad St,Masaryktown,FL,34604,28.4416363,-82.4571451,4.5,105,1
eoMVY8MLh0pXHIW2zt5I8Q,Korean Barbie Q,150 N Arlington Ave,Reno,NV,89501,39.5256362,-119.816768,3.5,168,0
RW3nH6Au6pSCWxJhiGY03Q,Big Eye Raw Bar,"38 W Victoria St, Ste 119",Santa Barbara,CA,93101,34.4238049274,-119.7072728554,4.0,106,0
SNWcFlaW9QODO3YO07Toqw,Rina's Eyebrow Threading,10043 West Hillsborough Ave,Tampa,FL,33615,28.003859038,-82.5974165574,5.0,109,1
KOfgkk4O91DV320HhonBEw,Cracker Barrel Old Country Store,3611 Horizon Blvd,Trevose,PA,19053,40.1368,-74.96352,3.5,133,1
pqmpsRtNxntXcCfkExPvmA,Pennhurst  Asylum,250 Service Rd,Spring City,PA,19475,40.1926073,-75.5703797,3.0,196,1
USleU89txaknVADlMhUtnQ,SquareBurger,200 N 6th St,Philadelphia,PA,19106,39.9557003985,-75.1501474668,3.0,118,1
FJlYldo1NcoyKMG2YKWywA,MD Oriental Market,1106 E Fowler Ave,Tampa,FL,33612,28.055973,-82.447271,4.0,122,1
yxQs5gSf0-8cEd6YMgSjbw,Chili's,175 E City Ave,Bala Cynwyd,PA,19004,40.004238,-75.221245,2.0,140,1
UZCe8bfQdU38wXzURA0RfA,Pei Wei,"101 Creekside Crossing, Ste 1800",Brentwood,TN,37027,36.03685501,-86.79900096,2.5,115,1
cEN8j6jL0OJ0zhe-AX58Hw,McConnell's Fine Ice Creams,"120 State St, Ste B, The Funk Zone",Santa Barbara,CA,93101,34.413582,-119.691057,4.5,156,1
rR2mWg0ybsUe5smIedz4Gg,Marriott St. Louis Grand,800 Washington Ave,Saint Louis,MO,63101,38.6303999,-90.1919974,3.0,279,1
Izml8vnd3ndJ__ocSu37Vg,Phi Vietnamese,4369 W Swamp Rd,Doylestown,PA,18902,40.333348,-75.13288,4.0,123,1
glqhlr3vcINNstyYRQGliA,Guggman Haus Brewing Co,1701 Gent Ave,Indianapolis,IN,46202,39.7905571268,-86.1824292423,5.0,101,1
FazSucP2EYf7DxOwyfHLHA,Tin Roof,"36 S Pennsylvania St, Ste 190",Indianapolis,IN,46204,39.7657809641,-86.1565473676,3.0,136,1
h_n6WExuyzPM5l8qOsrLOg,BMW of Tucson,855 W Wetmore Rd,Tucson,AZ,85705,32.285485339,-110.9860116411,3.5,134,1
crlk8kaurC4zrPUTt7BevQ,Chubbies Hamburgers,2908 De La Vina St,Santa Barbara,CA,93105,34.4376929,-119.7269265,4.0,143,1
7WZ5EGb-Xk_uxQTWc52P4w,Tom Jones Family Restaurant,4417 Edgmont Ave,Brookhaven,PA,19015,39.8743053,-75.3912868,3.5,106,1
0a1KouvHD546FJ27sfW8SA,Ristorante Toscana,1990 Rt 70 E,Cherry Hill,NJ,08003,39.8998050642,-74.953078901,3.5,159,1
